Project Code,Project Name,Resource,Segment Start,Segment End,Hard Allocation (PD),Soft Allocation (PD)
AS1014,EMEA Data Center,csk.projectManager,01.May.2024,01.Aug.2024,0.0,0.0
AS1014,EMEA Data Center,csk.projectManager,01.Aug.2024,01.Nov.2024,0.0,0.0
AS1014,EMEA Data Center,csk.projectManager,01.Nov.2024,01.Feb.2025,0.0,0.0
AS1014,EMEA Data Center,csk.projectManager,01.Feb.2025,01.May.2025,0.0,0.0
AS1014,EMEA Data Center,csk.projectManager,01.May.2025,01.Aug.2025,0.0,0.0
AS1014,EMEA Data Center,csk.projectManager,01.Aug.2025,01.Nov.2025,0.0,0.0
AS1014,EMEA Data Center,csk.projectManager,01.Nov.2025,01.Feb.2026,0.0,0.0
AS1014,EMEA Data Center,csk.projectManager,01.Feb.2026,01.May.2026,0.0,0.0
AS1014,EMEA Data Center,csk.testEngineer,01.May.2024,01.Aug.2024,0.0,0.0
AS1014,EMEA Data Center,csk.testEngineer,01.Aug.2024,01.Nov.2024,0.0,0.0
AS1014,EMEA Data Center,csk.testEngineer,01.Nov.2024,01.Feb.2025,0.0,0.0
AS1014,EMEA Data Center,csk.testEngineer,01.Feb.2025,01.May.2025,0.0,0.0
AS1014,EMEA Data Center,csk.testEngineer,01.May.2025,01.Aug.2025,0.0,0.0
AS1014,EMEA Data Center,csk.testEngineer,01.Aug.2025,01.Nov.2025,0.0,0.0
AS1014,EMEA Data Center,csk.testEngineer,01.Nov.2025,01.Feb.2026,0.0,0.0
AS1014,EMEA Data Center,csk.testEngineer,01.Feb.2026,01.May.2026,0.0,0.0
AS1014,EMEA Data Center,csk.networkEngineer,01.May.2024,01.Aug.2024,0.0,0.0
AS1014,EMEA Data Center,csk.networkEngineer,01.Aug.2024,01.Nov.2024,0.0,0.0
AS1014,EMEA Data Center,csk.networkEngineer,01.Nov.2024,01.Feb.2025,0.0,0.0
AS1014,EMEA Data Center,csk.networkEngineer,01.Feb.2025,01.May.2025,0.0,0.0
AS1014,EMEA Data Center,csk.networkEngineer,01.May.2025,01.Aug.2025,0.0,0.0
AS1014,EMEA Data Center,csk.networkEngineer,01.Aug.2025,01.Nov.2025,0.0,0.0
AS1014,EMEA Data Center,csk.networkEngineer,01.Nov.2025,01.Feb.2026,0.0,0.0
AS1014,EMEA Data Center,csk.networkEngineer,01.Feb.2026,01.May.2026,0.0,0.0
AS1015,Microsoft SQL Server 2008 Standard Edition,csk.projectManager,01.Jun.2024,01.Sep.2024,0.0,0.0
AS1015,Microsoft SQL Server 2008 Standard Edition,csk.projectManager,01.Sep.2024,01.Dec.2024,0.0,0.0
AS1015,Microsoft SQL Server 2008 Standard Edition,csk.projectManager,01.Dec.2024,01.Mar.2025,0.0,0.0
AS1015,Microsoft SQL Server 2008 Standard Edition,csk.projectManager,01.Mar.2025,01.Jun.2025,0.0,0.0
AS1015,Microsoft SQL Server 2008 Standard Edition,csk.projectManager,01.Jun.2025,01.Sep.2025,0.0,0.0
AS1015,Microsoft SQL Server 2008 Standard Edition,csk.projectManager,01.Sep.2025,01.Dec.2025,0.0,0.0
AS1015,Microsoft SQL Server 2008 Standard Edition,csk.projectManager,01.Dec.2025,01.Mar.2026,0.0,0.0
AS1015,Microsoft SQL Server 2008 Standard Edition,csk.projectManager,01.Mar.2026,01.Jun.2026,0.0,0.0
AS1015,Microsoft SQL Server 2008 Standard Edition,csk.testEngineer,01.Jun.2024,01.Sep.2024,0.0,0.0
AS1015,Microsoft SQL Server 2008 Standard Edition,csk.testEngineer,01.Sep.2024,01.Dec.2024,0.0,0.0
AS1015,Microsoft SQL Server 2008 Standard Edition,csk.testEngineer,01.Dec.2024,01.Mar.2025,0.0,0.0
AS1015,Microsoft SQL Server 2008 Standard Edition,csk.testEngineer,01.Mar.2025,01.Jun.2025,0.0,0.0
AS1015,Microsoft SQL Server 2008 Standard Edition,csk.testEngineer,01.Jun.2025,01.Sep.2025,0.0,0.0
AS1015,Microsoft SQL Server 2008 Standard Edition,csk.testEngineer,01.Sep.2025,01.Dec.2025,0.0,0.0
AS1015,Microsoft SQL Server 2008 Standard Edition,csk.testEngineer,01.Dec.2025,01.Mar.2026,0.0,0.0
AS1015,Microsoft SQL Server 2008 Standard Edition,csk.testEngineer,01.Mar.2026,01.Jun.2026,0.0,0.0
AS1015,Microsoft SQL Server 2008 Standard Edition,csk.businessAnalyst,01.Jun.2024,01.Sep.2024,0.0,0.0
AS1015,Microsoft SQL Server 2008 Standard Edition,csk.businessAnalyst,01.Sep.2024,01.Dec.2024,0.0,0.0
AS1015,Microsoft SQL Server 2008 Standard Edition,csk.businessAnalyst,01.Dec.2024,01.Mar.2025,0.0,0.0
AS1015,Microsoft SQL Server 2008 Standard Edition,csk.businessAnalyst,01.Mar.2025,01.Jun.2025,0.0,0.0
AS1015,Microsoft SQL Server 2008 Standard Edition,csk.businessAnalyst,01.Jun.2025,01.Sep.2025,0.0,0.0
AS1015,Microsoft SQL Server 2008 Standard Edition,csk.businessAnalyst,01.Sep.2025,01.Dec.2025,0.0,0.0
AS1015,Microsoft SQL Server 2008 Standard Edition,csk.businessAnalyst,01.Dec.2025,01.Mar.2026,0.0,0.0
AS1015,Microsoft SQL Server 2008 Standard Edition,csk.businessAnalyst,01.Mar.2026,01.Jun.2026,0.0,0.0
AS1017,LATAM Research and Development Center,csk.projectManager,01.Jul.2024,01.Oct.2024,0.0,0.0
AS1017,LATAM Research and Development Center,csk.projectManager,01.Oct.2024,01.Jan.2025,0.0,0.0
AS1017,LATAM Research and Development Center,csk.projectManager,01.Jan.2025,01.Apr.2025,0.0,0.0
AS1017,LATAM Research and Development Center,csk.projectManager,01.Apr.2025,01.Jul.2025,0.0,0.0
AS1017,LATAM Research and Development Center,csk.projectManager,01.Jul.2025,01.Oct.2025,0.0,0.0
AS1017,LATAM Research and Development Center,csk.projectManager,01.Oct.2025,01.Jan.2026,0.0,0.0
AS1017,LATAM Research and Development Center,csk.projectManager,01.Jan.2026,01.Apr.2026,0.0,0.0
AS1017,LATAM Research and Development Center,csk.projectManager,01.Apr.2026,01.Jul.2026,0.0,0.0
AS1017,LATAM Research and Development Center,csk.architect,01.Jul.2024,01.Oct.2024,0.0,0.0
AS1017,LATAM Research and Development Center,csk.architect,01.Oct.2024,01.Jan.2025,0.0,0.0
AS1017,LATAM Research and Development Center,csk.architect,01.Jan.2025,01.Apr.2025,0.0,0.0
AS1017,LATAM Research and Development Center,csk.architect,01.Apr.2025,01.Jul.2025,0.0,0.0
AS1017,LATAM Research and Development Center,csk.architect,01.Jul.2025,01.Oct.2025,0.0,0.0
AS1017,LATAM Research and Development Center,csk.architect,01.Oct.2025,01.Jan.2026,0.0,0.0
AS1017,LATAM Research and Development Center,csk.architect,01.Jan.2026,01.Apr.2026,0.0,0.0
AS1017,LATAM Research and Development Center,csk.architect,01.Apr.2026,01.Jul.2026,0.0,0.0
AS1017,LATAM Research and Development Center,csk.networkEngineer,01.Jul.2024,01.Oct.2024,0.0,0.0
AS1017,LATAM Research and Development Center,csk.networkEngineer,01.Oct.2024,01.Jan.2025,0.0,0.0
AS1017,LATAM Research and Development Center,csk.networkEngineer,01.Jan.2025,01.Apr.2025,0.0,0.0
AS1017,LATAM Research and Development Center,csk.networkEngineer,01.Apr.2025,01.Jul.2025,0.0,0.0
AS1017,LATAM Research and Development Center,csk.networkEngineer,01.Jul.2025,01.Oct.2025,0.0,0.0
AS1017,LATAM Research and Development Center,csk.networkEngineer,01.Oct.2025,01.Jan.2026,0.0,0.0
AS1017,LATAM Research and Development Center,csk.networkEngineer,01.Jan.2026,01.Apr.2026,0.0,0.0
AS1017,LATAM Research and Development Center,csk.networkEngineer,01.Apr.2026,01.Jul.2026,0.0,0.0
AS1018,Headquarters,csk.projectManager,01.Oct.2024,01.Jan.2025,0.0,0.0
AS1018,Headquarters,csk.projectManager,01.Jan.2025,01.Apr.2025,0.0,0.0
AS1018,Headquarters,csk.projectManager,01.Apr.2025,01.Jul.2025,0.0,0.0
AS1018,Headquarters,csk.projectManager,01.Jul.2025,01.Oct.2025,0.0,0.0
AS1018,Headquarters,csk.projectManager,01.Oct.2025,01.Jan.2026,0.0,0.0
AS1018,Headquarters,csk.projectManager,01.Jan.2026,01.Apr.2026,0.0,0.0
AS1018,Headquarters,csk.projectManager,01.Apr.2026,01.Jul.2026,0.0,0.0
AS1018,Headquarters,csk.projectManager,01.Jul.2026,01.Oct.2026,0.0,0.0
AS1018,Headquarters,csk.architect,01.Oct.2024,01.Jan.2025,0.0,0.0
AS1018,Headquarters,csk.architect,01.Jan.2025,01.Apr.2025,0.0,0.0
AS1018,Headquarters,csk.architect,01.Apr.2025,01.Jul.2025,0.0,0.0
AS1018,Headquarters,csk.architect,01.Jul.2025,01.Oct.2025,0.0,0.0
AS1018,Headquarters,csk.architect,01.Oct.2025,01.Jan.2026,0.0,0.0
AS1018,Headquarters,csk.architect,01.Jan.2026,01.Apr.2026,0.0,0.0
AS1018,Headquarters,csk.architect,01.Apr.2026,01.Jul.2026,0.0,0.0
AS1018,Headquarters,csk.architect,01.Jul.2026,01.Oct.2026,0.0,0.0
AS1021,MS Exchange 2010,csk.testEngineer,01.Jul.2024,01.Oct.2024,0.0,0.0
AS1021,MS Exchange 2010,csk.testEngineer,01.Oct.2024,01.Jan.2025,0.0,0.0
AS1021,MS Exchange 2010,csk.testEngineer,01.Jan.2025,01.Apr.2025,0.0,0.0
AS1021,MS Exchange 2010,csk.testEngineer,01.Apr.2025,01.Jul.2025,0.0,0.0
AS1021,MS Exchange 2010,csk.testEngineer,01.Jul.2025,01.Oct.2025,0.0,0.0
AS1021,MS Exchange 2010,csk.testEngineer,01.Oct.2025,01.Jan.2026,0.0,0.0
AS1021,MS Exchange 2010,csk.testEngineer,01.Jan.2026,01.Apr.2026,0.0,0.0
AS1021,MS Exchange 2010,csk.testEngineer,01.Apr.2026,01.Jul.2026,0.0,0.0
AS1021,MS Exchange 2010,csk.businessAnalyst,01.Jul.2024,01.Oct.2024,0.0,0.0
AS1021,MS Exchange 2010,csk.businessAnalyst,01.Oct.2024,01.Jan.2025,0.0,0.0
AS1021,MS Exchange 2010,csk.businessAnalyst,01.Jan.2025,01.Apr.2025,0.0,0.0
AS1021,MS Exchange 2010,csk.businessAnalyst,01.Apr.2025,01.Jul.2025,0.0,0.0
AS1021,MS Exchange 2010,csk.businessAnalyst,01.Jul.2025,01.Oct.2025,0.0,0.0
AS1021,MS Exchange 2010,csk.businessAnalyst,01.Oct.2025,01.Jan.2026,0.0,0.0
AS1021,MS Exchange 2010,csk.businessAnalyst,01.Jan.2026,01.Apr.2026,0.0,0.0
AS1021,MS Exchange 2010,csk.businessAnalyst,01.Apr.2026,01.Jul.2026,0.0,0.0
AS1021,MS Exchange 2010,csk.networkEngineer,01.Jul.2024,01.Oct.2024,0.0,0.0
AS1021,MS Exchange 2010,csk.networkEngineer,01.Oct.2024,01.Jan.2025,0.0,0.0
AS1021,MS Exchange 2010,csk.networkEngineer,01.Jan.2025,01.Apr.2025,0.0,0.0
AS1021,MS Exchange 2010,csk.networkEngineer,01.Apr.2025,01.Jul.2025,0.0,0.0
AS1021,MS Exchange 2010,csk.networkEngineer,01.Jul.2025,01.Oct.2025,0.0,0.0
AS1021,MS Exchange 2010,csk.networkEngineer,01.Oct.2025,01.Jan.2026,0.0,0.0
AS1021,MS Exchange 2010,csk.networkEngineer,01.Jan.2026,01.Apr.2026,0.0,0.0
AS1021,MS Exchange 2010,csk.networkEngineer,01.Apr.2026,01.Jul.2026,0.0,0.0
AS1022,LATAM Technology Center,csk.projectManager,01.Jun.2024,01.Sep.2024,0.0,0.0
AS1022,LATAM Technology Center,csk.projectManager,01.Sep.2024,01.Dec.2024,0.0,0.0
AS1022,LATAM Technology Center,csk.projectManager,01.Dec.2024,01.Mar.2025,0.0,0.0
AS1022,LATAM Technology Center,csk.projectManager,01.Mar.2025,01.Jun.2025,0.0,0.0
AS1022,LATAM Technology Center,csk.projectManager,01.Jun.2025,01.Sep.2025,0.0,0.0
AS1022,LATAM Technology Center,csk.projectManager,01.Sep.2025,01.Dec.2025,0.0,0.0
AS1022,LATAM Technology Center,csk.projectManager,01.Dec.2025,01.Mar.2026,0.0,0.0
AS1022,LATAM Technology Center,csk.projectManager,01.Mar.2026,01.Jun.2026,0.0,0.0
AS1023,HP 1500cs Modular Smart Array - 48TB,csk.projectManager,01.Aug.2024,01.Nov.2024,0.0,0.0
AS1023,HP 1500cs Modular Smart Array - 48TB,csk.projectManager,01.Nov.2024,01.Feb.2025,0.0,0.0
AS1023,HP 1500cs Modular Smart Array - 48TB,csk.projectManager,01.Feb.2025,01.May.2025,0.0,0.0
AS1023,HP 1500cs Modular Smart Array - 48TB,csk.projectManager,01.May.2025,01.Aug.2025,0.0,0.0
AS1023,HP 1500cs Modular Smart Array - 48TB,csk.projectManager,01.Aug.2025,01.Nov.2025,0.0,0.0
AS1023,HP 1500cs Modular Smart Array - 48TB,csk.projectManager,01.Nov.2025,01.Feb.2026,0.0,0.0
AS1023,HP 1500cs Modular Smart Array - 48TB,csk.projectManager,01.Feb.2026,01.May.2026,0.0,0.0
AS1023,HP 1500cs Modular Smart Array - 48TB,csk.projectManager,01.May.2026,01.Aug.2026,0.0,0.0
AS1023,HP 1500cs Modular Smart Array - 48TB,csk.testEngineer,01.Aug.2024,01.Nov.2024,0.0,0.0
AS1023,HP 1500cs Modular Smart Array - 48TB,csk.testEngineer,01.Nov.2024,01.Feb.2025,0.0,0.0
AS1023,HP 1500cs Modular Smart Array - 48TB,csk.testEngineer,01.Feb.2025,01.May.2025,0.0,0.0
AS1023,HP 1500cs Modular Smart Array - 48TB,csk.testEngineer,01.May.2025,01.Aug.2025,0.0,0.0
AS1023,HP 1500cs Modular Smart Array - 48TB,csk.testEngineer,01.Aug.2025,01.Nov.2025,0.0,0.0
AS1023,HP 1500cs Modular Smart Array - 48TB,csk.testEngineer,01.Nov.2025,01.Feb.2026,0.0,0.0
AS1023,HP 1500cs Modular Smart Array - 48TB,csk.testEngineer,01.Feb.2026,01.May.2026,0.0,0.0
AS1023,HP 1500cs Modular Smart Array - 48TB,csk.testEngineer,01.May.2026,01.Aug.2026,0.0,0.0
AS1023,HP 1500cs Modular Smart Array - 48TB,csk.networkEngineer,01.Aug.2024,01.Nov.2024,0.0,0.0
AS1023,HP 1500cs Modular Smart Array - 48TB,csk.networkEngineer,01.Nov.2024,01.Feb.2025,0.0,0.0
AS1023,HP 1500cs Modular Smart Array - 48TB,csk.networkEngineer,01.Feb.2025,01.May.2025,0.0,0.0
AS1023,HP 1500cs Modular Smart Array - 48TB,csk.networkEngineer,01.May.2025,01.Aug.2025,0.0,0.0
AS1023,HP 1500cs Modular Smart Array - 48TB,csk.networkEngineer,01.Aug.2025,01.Nov.2025,0.0,0.0
AS1023,HP 1500cs Modular Smart Array - 48TB,csk.networkEngineer,01.Nov.2025,01.Feb.2026,0.0,0.0
AS1023,HP 1500cs Modular Smart Array - 48TB,csk.networkEngineer,01.Feb.2026,01.May.2026,0.0,0.0
AS1023,HP 1500cs Modular Smart Array - 48TB,csk.networkEngineer,01.May.2026,01.Aug.2026,0.0,0.0
AS1028,Vignette Portal,csk.projectManager,01.Jun.2024,01.Sep.2024,0.0,0.0
AS1028,Vignette Portal,csk.projectManager,01.Sep.2024,01.Dec.2024,0.0,0.0
AS1028,Vignette Portal,csk.projectManager,01.Dec.2024,01.Mar.2025,0.0,0.0
AS1028,Vignette Portal,csk.projectManager,01.Mar.2025,01.Jun.2025,0.0,0.0
AS1028,Vignette Portal,csk.projectManager,01.Jun.2025,01.Sep.2025,0.0,0.0
AS1028,Vignette Portal,csk.projectManager,01.Sep.2025,01.Dec.2025,0.0,0.0
AS1028,Vignette Portal,csk.projectManager,01.Dec.2025,01.Mar.2026,0.0,0.0
AS1028,Vignette Portal,csk.projectManager,01.Mar.2026,01.Jun.2026,0.0,0.0
AS1028,Vignette Portal,csk.businessAnalyst,01.Jun.2024,01.Sep.2024,0.0,0.0
AS1028,Vignette Portal,csk.businessAnalyst,01.Sep.2024,01.Dec.2024,0.0,0.0
AS1028,Vignette Portal,csk.businessAnalyst,01.Dec.2024,01.Mar.2025,0.0,0.0
AS1028,Vignette Portal,csk.businessAnalyst,01.Mar.2025,01.Jun.2025,0.0,0.0
AS1028,Vignette Portal,csk.businessAnalyst,01.Jun.2025,01.Sep.2025,0.0,0.0
AS1028,Vignette Portal,csk.businessAnalyst,01.Sep.2025,01.Dec.2025,0.0,0.0
AS1028,Vignette Portal,csk.businessAnalyst,01.Dec.2025,01.Mar.2026,0.0,0.0
AS1028,Vignette Portal,csk.businessAnalyst,01.Mar.2026,01.Jun.2026,0.0,0.0
AS1030,CA Wily Portal Manager,csk.developer,01.Jul.2024,01.Oct.2024,0.0,0.0
AS1030,CA Wily Portal Manager,csk.developer,01.Oct.2024,01.Jan.2025,0.0,0.0
AS1030,CA Wily Portal Manager,csk.developer,01.Jan.2025,01.Apr.2025,0.0,0.0
AS1030,CA Wily Portal Manager,csk.developer,01.Apr.2025,01.Jul.2025,0.0,0.0
AS1030,CA Wily Portal Manager,csk.developer,01.Jul.2025,01.Oct.2025,0.0,0.0
AS1030,CA Wily Portal Manager,csk.developer,01.Oct.2025,01.Jan.2026,0.0,0.0
AS1030,CA Wily Portal Manager,csk.developer,01.Jan.2026,01.Apr.2026,0.0,0.0
AS1030,CA Wily Portal Manager,csk.developer,01.Apr.2026,01.Jul.2026,0.0,0.0
ID1001,On Demand Portal for PPM Product,csk.businessAnalyst,01.Jan.2025,01.Apr.2025,0.0,0.0
ID1001,On Demand Portal for PPM Product,csk.businessAnalyst,01.Apr.2025,01.Jul.2025,0.0,0.0
ID1001,On Demand Portal for PPM Product,csk.businessAnalyst,01.Jul.2025,01.Oct.2025,0.0,0.0
ID1001,On Demand Portal for PPM Product,csk.storageArchitect,01.Jan.2025,01.Apr.2025,0.0,0.0
ID1001,On Demand Portal for PPM Product,csk.storageArchitect,01.Apr.2025,01.Jul.2025,0.0,0.0
ID1001,On Demand Portal for PPM Product,csk.storageArchitect,01.Jul.2025,01.Oct.2025,0.0,0.0
ID1002,Email archival repository,csk.developer,01.Dec.2024,01.Mar.2025,0.0,0.0
ID1002,Email archival repository,csk.developer,01.Mar.2025,01.Jun.2025,0.0,0.0
ID1002,Email archival repository,csk.networkEngineer,01.Dec.2024,01.Mar.2025,0.0,0.0
ID1002,Email archival repository,csk.networkEngineer,01.Mar.2025,01.Jun.2025,0.0,0.0
ID1003,Report Writer Enhancements,csk.architect,01.Dec.2024,01.Mar.2025,0.0,0.0
ID1003,Report Writer Enhancements,csk.architect,01.Mar.2025,01.Jun.2025,0.0,0.0
ID1003,Report Writer Enhancements,csk.architect,01.Jun.2025,01.Sep.2025,0.0,0.0
ID1003,Report Writer Enhancements,csk.architect,01.Sep.2025,01.Dec.2025,0.0,0.0
ID1003,Report Writer Enhancements,csk.businessAnalyst,01.Dec.2024,01.Mar.2025,0.0,0.0
ID1003,Report Writer Enhancements,csk.businessAnalyst,01.Mar.2025,01.Jun.2025,0.0,0.0
ID1003,Report Writer Enhancements,csk.businessAnalyst,01.Jun.2025,01.Sep.2025,0.0,0.0
ID1003,Report Writer Enhancements,csk.businessAnalyst,01.Sep.2025,01.Dec.2025,0.0,0.0
ID1004,New Online Application,csk.developer,01.Dec.2024,01.Mar.2025,0.0,0.0
ID1004,New Online Application,csk.developer,01.Mar.2025,01.Jun.2025,0.0,0.0
ID1004,New Online Application,csk.networkEngineer,01.Dec.2024,01.Mar.2025,0.0,0.0
ID1004,New Online Application,csk.networkEngineer,01.Mar.2025,01.Jun.2025,0.0,0.0
ID1005,Regulatory Reporting,csk.businessAnalyst,01.Dec.2024,01.Mar.2025,0.0,0.0
ID1005,Regulatory Reporting,csk.businessAnalyst,01.Mar.2025,01.Jun.2025,0.0,0.0
ID1005,Regulatory Reporting,csk.businessAnalyst,01.Jun.2025,01.Sep.2025,0.0,0.0
ID1005,Regulatory Reporting,csk.businessAnalyst,01.Sep.2025,01.Dec.2025,0.0,0.0
ID1006,AP Architecture Consolidation,csk.developer,01.Feb.2025,01.May.2025,0.0,0.0
ID1006,AP Architecture Consolidation,csk.businessAnalyst,01.Feb.2025,01.May.2025,0.0,0.0
ID1007,Green IT Initiative,csk.developer,01.Jan.2025,01.Apr.2025,0.0,0.0
ID1007,Green IT Initiative,csk.developer,01.Apr.2025,01.Jul.2025,0.0,0.0
ID1007,Green IT Initiative,csk.developer,01.Jul.2025,01.Oct.2025,0.0,0.0
ID1007,Green IT Initiative,csk.developer,01.Oct.2025,01.Jan.2026,0.0,0.0
ID1007,Green IT Initiative,csk.developer,01.Jan.2026,01.Apr.2026,0.0,0.0
ID1007,Green IT Initiative,csk.developer,01.Apr.2026,01.Jul.2026,0.0,0.0
ID1007,Green IT Initiative,csk.developer,01.Jul.2026,01.Oct.2026,0.0,0.0
ID1007,Green IT Initiative,csk.projectManager,01.Jan.2025,01.Apr.2025,0.0,0.0
ID1007,Green IT Initiative,csk.projectManager,01.Apr.2025,01.Jul.2025,0.0,0.0
ID1007,Green IT Initiative,csk.projectManager,01.Jul.2025,01.Oct.2025,0.0,0.0
ID1007,Green IT Initiative,csk.projectManager,01.Oct.2025,01.Jan.2026,0.0,0.0
ID1007,Green IT Initiative,csk.projectManager,01.Jan.2026,01.Apr.2026,0.0,0.0
ID1007,Green IT Initiative,csk.projectManager,01.Apr.2026,01.Jul.2026,0.0,0.0
ID1007,Green IT Initiative,csk.projectManager,01.Jul.2026,01.Oct.2026,0.0,0.0
ID1008,Online Order Improvements,csk.developer,01.Mar.2025,01.Jun.2025,0.0,0.0
ID1008,Online Order Improvements,csk.developer,01.Jun.2025,01.Sep.2025,0.0,0.0
ID1008,Online Order Improvements,csk.businessAnalyst,01.Mar.2025,01.Jun.2025,0.0,0.0
ID1008,Online Order Improvements,csk.businessAnalyst,01.Jun.2025,01.Sep.2025,0.0,0.0
ID1008,Online Order Improvements,csk.storageArchitect,01.Mar.2025,01.Jun.2025,0.0,0.0
ID1008,Online Order Improvements,csk.storageArchitect,01.Jun.2025,01.Sep.2025,0.0,0.0
ID1009,Network Monitoring Upgrade,csk.developer,01.Apr.2025,01.Jul.2025,0.0,0.0
ID1009,Network Monitoring Upgrade,csk.developer,01.Jul.2025,01.Oct.2025,0.0,0.0
ID1009,Network Monitoring Upgrade,csk.developer,01.Oct.2025,01.Jan.2026,0.0,0.0
ID1009,Network Monitoring Upgrade,csk.developer,01.Jan.2026,01.Apr.2026,0.0,0.0
ID1009,Network Monitoring Upgrade,csk.developer,01.Apr.2026,01.Jul.2026,0.0,0.0
ID1009,Network Monitoring Upgrade,csk.developer,01.Jul.2026,01.Oct.2026,0.0,0.0
ID1009,Network Monitoring Upgrade,csk.developer,01.Oct.2026,01.Jan.2027,0.0,0.0
ID1009,Network Monitoring Upgrade,csk.businessAnalyst,01.Apr.2025,01.Jul.2025,0.0,0.0
ID1009,Network Monitoring Upgrade,csk.businessAnalyst,01.Jul.2025,01.Oct.2025,0.0,0.0
ID1009,Network Monitoring Upgrade,csk.businessAnalyst,01.Oct.2025,01.Jan.2026,0.0,0.0
ID1009,Network Monitoring Upgrade,csk.businessAnalyst,01.Jan.2026,01.Apr.2026,0.0,0.0
ID1009,Network Monitoring Upgrade,csk.businessAnalyst,01.Apr.2026,01.Jul.2026,0.0,0.0
ID1009,Network Monitoring Upgrade,csk.businessAnalyst,01.Jul.2026,01.Oct.2026,0.0,0.0
ID1009,Network Monitoring Upgrade,csk.businessAnalyst,01.Oct.2026,01.Jan.2027,0.0,0.0
ID1009,Network Monitoring Upgrade,csk.storageArchitect,01.Apr.2025,01.Jul.2025,0.0,0.0
ID1009,Network Monitoring Upgrade,csk.storageArchitect,01.Jul.2025,01.Oct.2025,0.0,0.0
ID1009,Network Monitoring Upgrade,csk.storageArchitect,01.Oct.2025,01.Jan.2026,0.0,0.0
ID1009,Network Monitoring Upgrade,csk.storageArchitect,01.Jan.2026,01.Apr.2026,0.0,0.0
ID1009,Network Monitoring Upgrade,csk.storageArchitect,01.Apr.2026,01.Jul.2026,0.0,0.0
ID1009,Network Monitoring Upgrade,csk.storageArchitect,01.Jul.2026,01.Oct.2026,0.0,0.0
ID1009,Network Monitoring Upgrade,csk.storageArchitect,01.Oct.2026,01.Jan.2027,0.0,0.0
ID1010,Datamart Performance Upgrade,csk.developer,01.Feb.2025,01.May.2025,0.0,0.0
ID1010,Datamart Performance Upgrade,csk.developer,01.May.2025,01.Aug.2025,0.0,0.0
ID1010,Datamart Performance Upgrade,csk.developer,01.Aug.2025,01.Nov.2025,0.0,0.0
ID1010,Datamart Performance Upgrade,csk.businessAnalyst,01.Feb.2025,01.May.2025,0.0,0.0
ID1010,Datamart Performance Upgrade,csk.businessAnalyst,01.May.2025,01.Aug.2025,0.0,0.0
ID1010,Datamart Performance Upgrade,csk.businessAnalyst,01.Aug.2025,01.Nov.2025,0.0,0.0
ID1010,Datamart Performance Upgrade,csk.storageArchitect,01.Feb.2025,01.May.2025,0.0,0.0
ID1010,Datamart Performance Upgrade,csk.storageArchitect,01.May.2025,01.Aug.2025,0.0,0.0
ID1010,Datamart Performance Upgrade,csk.storageArchitect,01.Aug.2025,01.Nov.2025,0.0,0.0
ID1011,Launch OD Version 14,csk.developer,01.Apr.2025,01.Jul.2025,0.0,0.0
ID1011,Launch OD Version 14,csk.developer,01.Jul.2025,01.Oct.2025,0.0,0.0
ID1011,Launch OD Version 14,csk.developer,01.Oct.2025,01.Jan.2026,0.0,0.0
ID1011,Launch OD Version 14,csk.developer,01.Jan.2026,01.Apr.2026,0.0,0.0
ID1011,Launch OD Version 14,csk.developer,01.Apr.2026,01.Jul.2026,0.0,0.0
ID1011,Launch OD Version 14,csk.developer,01.Jul.2026,01.Oct.2026,0.0,0.0
ID1011,Launch OD Version 14,csk.developer,01.Oct.2026,01.Jan.2027,0.0,0.0
ID1011,Launch OD Version 14,csk.developer,01.Jan.2027,01.Apr.2027,0.0,0.0
ID1011,Launch OD Version 14,csk.developer,01.Apr.2027,01.Jul.2027,0.0,0.0
ID1011,Launch OD Version 14,csk.projectManager,01.Apr.2025,01.Jul.2025,0.0,0.0
ID1011,Launch OD Version 14,csk.projectManager,01.Jul.2025,01.Oct.2025,0.0,0.0
ID1011,Launch OD Version 14,csk.projectManager,01.Oct.2025,01.Jan.2026,0.0,0.0
ID1011,Launch OD Version 14,csk.projectManager,01.Jan.2026,01.Apr.2026,0.0,0.0
ID1011,Launch OD Version 14,csk.projectManager,01.Apr.2026,01.Jul.2026,0.0,0.0
ID1011,Launch OD Version 14,csk.projectManager,01.Jul.2026,01.Oct.2026,0.0,0.0
ID1011,Launch OD Version 14,csk.projectManager,01.Oct.2026,01.Jan.2027,0.0,0.0
ID1011,Launch OD Version 14,csk.projectManager,01.Jan.2027,01.Apr.2027,0.0,0.0
ID1011,Launch OD Version 14,csk.projectManager,01.Apr.2027,01.Jul.2027,0.0,0.0
ID1011,Launch OD Version 14,csk.businessAnalyst,01.Apr.2025,01.Jul.2025,0.0,0.0
ID1011,Launch OD Version 14,csk.businessAnalyst,01.Jul.2025,01.Oct.2025,0.0,0.0
ID1011,Launch OD Version 14,csk.businessAnalyst,01.Oct.2025,01.Jan.2026,0.0,0.0
ID1011,Launch OD Version 14,csk.businessAnalyst,01.Jan.2026,01.Apr.2026,0.0,0.0
ID1011,Launch OD Version 14,csk.businessAnalyst,01.Apr.2026,01.Jul.2026,0.0,0.0
ID1011,Launch OD Version 14,csk.businessAnalyst,01.Jul.2026,01.Oct.2026,0.0,0.0
ID1011,Launch OD Version 14,csk.businessAnalyst,01.Oct.2026,01.Jan.2027,0.0,0.0
